,path,newpath,space,graph_matrix,room_num,other_room_num,other_ratio,nodes
1378,D:/Dataset/cubicasa5k//high_quality_architectural/10628/model.svg,10628,"['Outdoor0', 'Outdoor1', 'LivingRoom0', 'Entry0', 'Kitchen0', 'Bedroom0', 'Bedroom1', 'Bath0', 'Other0', 'Storage0', 'Bath1', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",12,1,0.08333333333333333,"[60, 61, 41, 26, 36, 11, 12, 1, 46, 70, 2, 27]"
1604,D:/Dataset/cubicasa5k//high_quality_architectural/11475/model.svg,11475,"['Outdoor0', 'Other0', 'LivingRoom0', 'Entry0', 'Outdoor1', 'Bedroom0', 'Other1', 'Bedroom1', 'Storage0', 'Other2', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,3,0.2727272727272727,"[60, 46, 41, 26, 61, 11, 47, 12, 70, 52, 1]"
21,D:/Dataset/cubicasa5k//high_quality_architectural/816/model.svg,816,"['Kitchen0', 'Other0', 'Entry0', 'Outdoor0', 'Outdoor1', 'Other1', 'Other2', 'Bath0', 'Entry1', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 8. ... 0. 0. 0.]
 [0. 5. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,3,0.3,"[36, 46, 26, 60, 61, 47, 52, 1, 27, 2]"
3228,D:/Dataset/cubicasa5k//high_quality/14584/model.svg,14584,"['Other0', 'LivingRoom0', 'Outdoor0', 'Bedroom0', 'Kitchen0', 'Bedroom1', 'Bath0', 'Bath1', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,1,0.1111111111111111,"[46, 41, 60, 11, 36, 12, 1, 2, 70]"
1812,D:/Dataset/cubicasa5k//high_quality_architectural/12192/model.svg,12192,"['LivingRoom0', 'Bedroom0', 'Other0', 'Kitchen0', 'Other1', 'Other2', 'Outdoor0', 'Outdoor1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,3,0.375,"[41, 11, 46, 36, 47, 52, 60, 61]"
2816,D:/Dataset/cubicasa5k//high_quality/6133/model.svg,6133,"['LivingRoom0', 'Entry0', 'Kitchen0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Other0', 'Bath0', 'Bath1', 'Storage0', 'Bath2', 'Storage1', 'Other1', 'Outdoor0', 'Outdoor1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 3. ... 0. 0. 0.]
 [0. 4. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",15,2,0.13333333333333333,"[41, 26, 36, 11, 12, 13, 46, 1, 2, 70, 3, 71, 47, 60, 61]"
2460,D:/Dataset/cubicasa5k//high_quality_architectural/14814/model.svg,14814,"['Bath0', 'Other0', 'Storage0', 'Other1', 'Other2', 'Other3', 'Other4', 'Entry0', 'LivingRoom0', 'Kitchen0', 'Dining0', 'Outdoor0', 'Bath1', 'Storage1', 'Bath2', 'Outdoor1', 'Garage0', 'Outdoor2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",18,5,0.2777777777777778,"[1, 46, 70, 47, 52, 53, 54, 26, 41, 36, 21, 60, 2, 71, 3, 61, 31, 62]"
1289,D:/Dataset/cubicasa5k//high_quality_architectural/10341/model.svg,10341,"['Outdoor0', 'Dining0', 'Kitchen0', 'Entry0', 'LivingRoom0', 'Storage0', 'Bath0', 'Bedroom0', 'Bedroom1', 'Bath1', 'Other0', 'Other1', 'Storage1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",13,2,0.15384615384615385,"[60, 21, 36, 26, 41, 70, 1, 11, 12, 2, 46, 47, 71]"
180,D:/Dataset/cubicasa5k//high_quality_architectural/1757/model.svg,1757,"['Storage0', 'Outdoor0', 'Entry0', 'Other0', 'Storage1', 'Bath0', 'Bedroom0', 'Outdoor1', 'Entry1', 'LivingRoom0', 'Kitchen0', 'Bedroom1', 'Other1', 'Bath1', 'Bedroom2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",15,2,0.13333333333333333,"[70, 60, 26, 46, 71, 1, 11, 61, 27, 41, 36, 12, 47, 2, 13]"
1789,D:/Dataset/cubicasa5k//high_quality_architectural/12108/model.svg,12108,"['Other0', 'Kitchen0', 'Bath0', 'Other1', 'LivingRoom0', 'Bedroom0', 'Bedroom1', 'Other2', 'Bedroom2', 'Garage0', 'Bath1', 'LivingRoom1', 'Entry0', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",14,3,0.21428571428571427,"[46, 36, 1, 47, 41, 11, 12, 52, 13, 31, 2, 42, 26, 60]"
2792,D:/Dataset/cubicasa5k//high_quality/72/model.svg,72,"['Outdoor0', 'LivingRoom0', 'Entry0', 'Bedroom0', 'Bedroom1', 'Kitchen0', 'Other0', 'Other1', 'Other2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,3,0.3333333333333333,"[60, 41, 26, 11, 12, 36, 46, 47, 52]"
3451,D:/Dataset/cubicasa5k//high_quality_architectural/9035/model.svg,9035,"['Entry0', 'LivingRoom0', 'Kitchen0', 'Bath0', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",5,0,0.0,"[26, 41, 36, 1, 60]"
502,D:/Dataset/cubicasa5k//high_quality_architectural/6338/model.svg,6338,"['Outdoor0', 'Outdoor1', 'Other0', 'Bedroom0', 'LivingRoom0', 'Other1', 'Other2', 'Other3', 'Dining0', 'Kitchen0', 'Other4', 'Bedroom1', 'Bath0', 'Storage0', 'Other5', 'Other6', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 7. ... 0. 0. 0.]
 [0. 6. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",17,7,0.4117647058823529,"[60, 61, 46, 11, 41, 47, 52, 53, 21, 36, 54, 12, 1, 70, 55, 56, 2]"
230,D:/Dataset/cubicasa5k//high_quality_architectural/4066/model.svg,4066,"['Outdoor0', 'Entry0', 'LivingRoom0', 'Other0', 'Bedroom0', 'Outdoor1', 'Bedroom1', 'Storage0', 'Other1', 'Bath0', 'Other2', 'Entry1', 'Bath1', 'Storage1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",14,3,0.21428571428571427,"[60, 26, 41, 46, 11, 61, 12, 70, 47, 1, 52, 27, 2, 71]"
1375,D:/Dataset/cubicasa5k//high_quality_architectural/10618/model.svg,10618,"['Outdoor0', 'LivingRoom0', 'Kitchen0', 'Bedroom0', 'Other0', 'Bedroom1', 'Bath0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,1,0.125,"[60, 41, 36, 11, 46, 12, 1, 70]"
3369,D:/Dataset/cubicasa5k//high_quality_architectural/1632/model.svg,1632,"['Bath0', 'Kitchen0', 'Other0', 'Bedroom0', 'LivingRoom0', 'Outdoor0', 'Entry0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,1,0.14285714285714285,"[1, 36, 46, 11, 41, 60, 26]"
3041,D:/Dataset/cubicasa5k//high_quality/10789/model.svg,10789,"['LivingRoom0', 'Entry0', 'Bedroom0', 'Kitchen0', 'Other0', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,1,0.16666666666666666,"[41, 26, 11, 36, 46, 60]"
814,D:/Dataset/cubicasa5k//high_quality_architectural/9218/model.svg,9218,"['Outdoor0', 'Kitchen0', 'Entry0', 'LivingRoom0', 'Garage0', 'Storage0', 'Bedroom0', 'Bath0', 'Other0', 'Bath1', 'Entry1', 'Storage1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",12,1,0.08333333333333333,"[60, 36, 26, 41, 31, 70, 11, 1, 46, 2, 27, 71]"
1156,D:/Dataset/cubicasa5k//high_quality_architectural/130/model.svg,130,"['Outdoor0', 'LivingRoom0', 'Kitchen0', 'Entry0', 'Bedroom0', 'Bath0', 'Other0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,1,0.14285714285714285,"[60, 41, 36, 26, 11, 1, 46]"
1171,D:/Dataset/cubicasa5k//high_quality_architectural/4561/model.svg,4561,"['Outdoor0', 'Entry0', 'Bath0', 'Entry1', 'Other0', 'Storage0', 'Bath1', 'Storage1', 'Storage2', 'Other1', 'Other2', 'Kitchen0', 'LivingRoom0', 'Outdoor1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 2. ... 0. 0. 0.]
 [0. 1. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",14,3,0.21428571428571427,"[60, 26, 1, 27, 46, 70, 2, 71, 72, 47, 52, 36, 41, 61]"
2677,D:/Dataset/cubicasa5k//high_quality/5026/model.svg,5026,"['Outdoor0', 'Storage0', 'Other0', 'Bath0', 'Bedroom0', 'LivingRoom0', 'Kitchen0', 'Entry0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,1,0.125,"[60, 70, 46, 1, 11, 41, 36, 26]"
647,D:/Dataset/cubicasa5k//high_quality_architectural/9215/model.svg,9215,"['Outdoor0', 'LivingRoom0', 'Other0', 'Other1', 'Kitchen0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Other2', 'Storage0', 'Other3']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,4,0.36363636363636365,"[60, 41, 46, 47, 36, 11, 12, 13, 52, 70, 53]"
1538,D:/Dataset/cubicasa5k//high_quality_architectural/11224/model.svg,11224,"['Outdoor0', 'Kitchen0', 'Entry0', 'LivingRoom0', 'Bedroom0', 'Bath0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,0,0.0,"[60, 36, 26, 41, 11, 1, 70]"
3166,D:/Dataset/cubicasa5k//high_quality/13137/model.svg,13137,"['Other0', 'Bath0', 'Bedroom0', 'LivingRoom0', 'Bedroom1', 'Kitchen0', 'Other1', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,2,0.25,"[46, 1, 11, 41, 12, 36, 47, 60]"
2998,D:/Dataset/cubicasa5k//high_quality/10282/model.svg,10282,"['Outdoor0', 'Kitchen0', 'Entry0', 'LivingRoom0', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",5,0,0.0,"[60, 36, 26, 41, 1]"
3428,D:/Dataset/cubicasa5k//high_quality_architectural/7570/model.svg,7570,"['Other0', 'Other1', 'Bedroom0', 'Bedroom1', 'Other2', 'Outdoor0', 'LivingRoom0', 'Kitchen0', 'Other3', 'Entry0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,4,0.4,"[46, 47, 11, 12, 52, 60, 41, 36, 53, 26]"
146,D:/Dataset/cubicasa5k//high_quality_architectural/986/model.svg,986,"['Garage0', 'Outdoor0', 'Other0', 'Kitchen0', 'LivingRoom0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Other1', 'Storage0', 'Entry0', 'Other2', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",13,3,0.23076923076923078,"[31, 60, 46, 36, 41, 11, 12, 13, 47, 70, 26, 52, 1]"
2325,D:/Dataset/cubicasa5k//high_quality_architectural/14296/model.svg,14296,"['Entry0', 'Bath0', 'Outdoor0', 'Bath1', 'Bath2', 'Kitchen0', 'Dining0', 'LivingRoom0', 'Bedroom0', 'Bedroom1', 'Other0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,1,0.09090909090909091,"[26, 1, 60, 2, 3, 36, 21, 41, 11, 12, 46]"
1154,D:/Dataset/cubicasa5k//high_quality_architectural/551/model.svg,551,"['Outdoor0', 'Other0', 'Bath0', 'Other1', 'Other2', 'Other3', 'Other4', 'Storage0', 'Other5', 'LivingRoom0', 'Kitchen0', 'Entry0', 'Bath1', 'Bath2', 'Outdoor1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",15,6,0.4,"[60, 46, 1, 47, 52, 53, 54, 70, 55, 41, 36, 26, 2, 3, 61]"
1560,D:/Dataset/cubicasa5k//high_quality_architectural/11303/model.svg,11303,"['Entry0', 'LivingRoom0', 'Other0', 'Kitchen0', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",5,1,0.2,"[26, 41, 46, 36, 1]"
947,D:/Dataset/cubicasa5k//high_quality_architectural/5691/model.svg,5691,"['Outdoor0', 'Entry0', 'LivingRoom0', 'Bedroom0', 'Kitchen0', 'Bath0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,0,0.0,"[60, 26, 41, 11, 36, 1, 70]"
1337,D:/Dataset/cubicasa5k//high_quality_architectural/10498/model.svg,10498,"['Outdoor0', 'Outdoor1', 'Other0', 'Storage0', 'Bath0', 'Other1', 'Bath1', 'Storage1', 'Storage2', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Outdoor2', 'Entry0', 'Other2', 'Garage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",16,3,0.1875,"[60, 61, 46, 70, 1, 47, 2, 71, 72, 11, 12, 13, 62, 26, 52, 31]"
1303,D:/Dataset/cubicasa5k//high_quality_architectural/10369/model.svg,10369,"['Outdoor0', 'Outdoor1', 'Kitchen0', 'Entry0', 'LivingRoom0', 'Other0', 'Bath0', 'Storage0', 'Other1', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,2,0.2,"[60, 61, 36, 26, 41, 46, 1, 70, 47, 27]"
2651,D:/Dataset/cubicasa5k//high_quality/626/model.svg,626,"['Other0', 'LivingRoom0', 'Outdoor0', 'Bedroom0', 'Bedroom1', 'Kitchen0', 'Bath0', 'Storage0', 'Entry0', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,1,0.1,"[46, 41, 60, 11, 12, 36, 1, 70, 26, 2]"
2086,D:/Dataset/cubicasa5k//high_quality_architectural/13274/model.svg,13274,"['Storage0', 'Other0', 'Outdoor0', 'Outdoor1', 'Outdoor2', 'LivingRoom0', 'Entry0', 'Kitchen0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Storage1', 'Storage2', 'Storage3', 'Other1', 'Bath0', 'Other2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",17,3,0.17647058823529413,"[70, 46, 60, 61, 62, 41, 26, 36, 11, 12, 13, 71, 72, 73, 47, 1, 52]"
1178,D:/Dataset/cubicasa5k//high_quality_architectural/10018/model.svg,10018,"['Outdoor0', 'Kitchen0', 'LivingRoom0', 'Entry0', 'Bedroom0', 'Bath0', 'Storage0', 'Other0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,1,0.125,"[60, 36, 41, 26, 11, 1, 70, 46]"
1904,D:/Dataset/cubicasa5k//high_quality_architectural/12581/model.svg,12581,"['Kitchen0', 'Entry0', 'LivingRoom0', 'Outdoor0', 'Bedroom0', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,0,0.0,"[36, 26, 41, 60, 11, 1]"
1046,D:/Dataset/cubicasa5k//high_quality_architectural/5592/model.svg,5592,"['LivingRoom0', 'Bedroom0', 'Garage0', 'Other0', 'Kitchen0', 'Other1', 'Entry0', 'Bedroom1', 'Bedroom2', 'LivingRoom1', 'Storage0', 'Storage1', 'Bath0', 'Other2', 'Entry1', 'Other3', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",17,4,0.23529411764705882,"[41, 11, 31, 46, 36, 47, 26, 12, 13, 42, 70, 71, 1, 52, 27, 53, 2]"
125,D:/Dataset/cubicasa5k//high_quality_architectural/6300/model.svg,6300,"['Outdoor0', 'Outdoor1', 'Outdoor2', 'LivingRoom0', 'Bedroom0', 'Kitchen0', 'Entry0', 'Bath0', 'Other0', 'Entry1', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,1,0.09090909090909091,"[60, 61, 62, 41, 11, 36, 26, 1, 46, 27, 70]"
1245,D:/Dataset/cubicasa5k//high_quality_architectural/10196/model.svg,10196,"['Other0', 'LivingRoom0', 'Kitchen0', 'Bath0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",5,1,0.2,"[46, 41, 36, 1, 70]"
882,D:/Dataset/cubicasa5k//high_quality_architectural/7571/model.svg,7571,"['Outdoor0', 'Entry0', 'Other0', 'Bedroom0', 'Bath0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,1,0.16666666666666666,"[60, 26, 46, 11, 1, 70]"
1703,D:/Dataset/cubicasa5k//high_quality_architectural/11807/model.svg,11807,"['Outdoor0', 'Outdoor1', 'Kitchen0', 'LivingRoom0', 'Other0', 'Bedroom0', 'Bedroom1', 'Bath0', 'Other1', 'Other2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,3,0.3,"[60, 61, 36, 41, 46, 11, 12, 1, 47, 52]"
1006,D:/Dataset/cubicasa5k//high_quality_architectural/9897/model.svg,9897,"['Bath0', 'Kitchen0', 'Other0', 'Bedroom0', 'LivingRoom0', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,1,0.16666666666666666,"[1, 36, 46, 11, 41, 60]"
2680,D:/Dataset/cubicasa5k//high_quality/9590/model.svg,9590,"['Outdoor0', 'Other0', 'Kitchen0', 'Entry0', 'Bedroom0', 'LivingRoom0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,1,0.16666666666666666,"[60, 46, 36, 26, 11, 41]"
2703,D:/Dataset/cubicasa5k//high_quality/6145/model.svg,6145,"['Outdoor0', 'Storage0', 'Other0', 'Entry0', 'Bedroom0', 'Bedroom1', 'Kitchen0', 'Dining0', 'Entry1', 'LivingRoom0', 'Bath0', 'Bath1', 'Storage1', 'Outdoor1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",14,1,0.07142857142857142,"[60, 70, 46, 26, 11, 12, 36, 21, 27, 41, 1, 2, 71, 61]"
