,path,newpath,space,graph_matrix,room_num,other_room_num,other_ratio
51,D:/Dataset/cubicasa5k//high_quality_architectural/6445/model.svg,6445,"['LivingRoom0', 'Entry0', 'Dining0', 'Kitchen0', 'Outdoor0', 'Other0', 'Bedroom0', 'Bedroom1', 'Bath0', 'Other1', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 4. ... 0. 0. 0.]
 [0. 3. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,2,0.18181818181818182
52,D:/Dataset/cubicasa5k//high_quality_architectural/9275/model.svg,9275,"['Outdoor0', 'Outdoor1', 'Kitchen0', 'Dining0', 'Other0', 'LivingRoom0', 'Entry0', 'Bath0', 'Storage0', 'Bedroom0', 'Bedroom1', 'Bath1', 'Storage1', 'Entry1', 'Storage2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",15,1,0.06666666666666667
53,D:/Dataset/cubicasa5k//high_quality_architectural/1160/model.svg,1160,"['Outdoor0', 'Outdoor1', 'Kitchen0', 'LivingRoom0', 'Entry0', 'Bath0', 'Other0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Bedroom3', 'Storage0', 'Storage1', 'Other1', 'Entry1', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",16,2,0.125
55,D:/Dataset/cubicasa5k//high_quality_architectural/336/model.svg,336,"['Outdoor0', 'Outdoor1', 'Entry0', 'Kitchen0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Bedroom3', 'Bath0', 'Other0', 'Bath1', 'Entry1', 'LivingRoom0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",13,1,0.07692307692307693
56,D:/Dataset/cubicasa5k//high_quality_architectural/3778/model.svg,3778,"['Bath0', 'Bedroom0', 'LivingRoom0', 'Other0', 'Kitchen0', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,1,0.16666666666666666
57,D:/Dataset/cubicasa5k//high_quality_architectural/5788/model.svg,5788,"['Outdoor0', 'Outdoor1', 'Kitchen0', 'LivingRoom0', 'Entry0', 'Bedroom0', 'Storage0', 'Bath0', 'Other0', 'Entry1', 'Storage1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,1,0.09090909090909091
58,D:/Dataset/cubicasa5k//high_quality_architectural/9327/model.svg,9327,"['Outdoor0', 'Outdoor1', 'Outdoor2', 'Kitchen0', 'Entry0', 'LivingRoom0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Storage0', 'Storage1', 'Bath0', 'Other0', 'Bath1', 'Storage2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",15,1,0.06666666666666667
59,D:/Dataset/cubicasa5k//high_quality_architectural/5677/model.svg,5677,"['Outdoor0', 'Bedroom0', 'Bedroom1', 'Kitchen0', 'Entry0', 'LivingRoom0', 'Bedroom2', 'Storage0', 'Storage1', 'Bath0', 'Other0', 'Bath1', 'Entry1', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",14,2,0.14285714285714285
60,D:/Dataset/cubicasa5k//high_quality_architectural/9099/model.svg,9099,"['Kitchen0', 'Other0', 'Other1', 'Other2', 'Other3', 'Entry0', 'Other4', 'Other5', 'Kitchen1', 'Entry1', 'Bedroom0', 'Bedroom1', 'Other6', 'Other7', 'Outdoor0', 'Outdoor1', 'Bedroom2', 'Bedroom3', 'Storage0', 'Storage1', 'Bath0', 'Bath1', 'Other8', 'Other9', 'Bath2', 'Bath3']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",26,10,0.38461538461538464
61,D:/Dataset/cubicasa5k//high_quality_architectural/1321/model.svg,1321,"['Outdoor0', 'Outdoor1', 'Storage0', 'Bedroom0', 'LivingRoom0', 'Other0', 'LivingRoom1', 'Storage1', 'Kitchen0', 'Outdoor2', 'Bedroom1', 'Bedroom2', 'Bath0', 'Storage2', 'Storage3', 'Other1', 'Entry0', 'Storage4', 'Bath1', 'Other2', 'Storage5', 'Storage6']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 7. ... 0. 0. 0.]
 [0. 6. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",22,3,0.13636363636363635
62,D:/Dataset/cubicasa5k//high_quality_architectural/7668/model.svg,7668,"['Outdoor0', 'Kitchen0', 'Bedroom0', 'Bedroom1', 'Bath0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,0,0.0
63,D:/Dataset/cubicasa5k//high_quality_architectural/1694/model.svg,1694,"['Outdoor0', 'Kitchen0', 'Entry0', 'LivingRoom0', 'Bedroom0', 'Bedroom1', 'Bath0', 'Other0', 'Entry1', 'Storage0', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 6. ... 0. 0. 0.]
 [0. 7. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,1,0.09090909090909091
64,D:/Dataset/cubicasa5k//high_quality_architectural/9626/model.svg,9626,"['Other0', 'Other1', 'Bath0', 'Outdoor0', 'Entry0', 'Kitchen0', 'LivingRoom0', 'Entry1', 'Garage0', 'Other2', 'Other3', 'Other4', 'Storage0', 'Bath1', 'Other5', 'Entry2', 'Bath2', 'Entry3']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",18,6,0.3333333333333333
65,D:/Dataset/cubicasa5k//high_quality_architectural/4831/model.svg,4831,"['Other0', 'Outdoor0', 'Outdoor1', 'Other1', 'Kitchen0', 'LivingRoom0', 'Storage0', 'Other2', 'Other3', 'Entry0', 'Other4']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,5,0.45454545454545453
66,D:/Dataset/cubicasa5k//high_quality_architectural/2000/model.svg,2000,"['LivingRoom0', 'Other0', 'Kitchen0', 'Bath0', 'Garage0', 'Bedroom0', 'Storage0', 'Bedroom1', 'Bedroom2', 'Bedroom3', 'Storage1', 'Other1', 'Other2', 'Bath1', 'Other3']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",15,4,0.26666666666666666
67,D:/Dataset/cubicasa5k//high_quality_architectural/1581/model.svg,1581,"['Bath0', 'Storage0', 'Kitchen0', 'Bedroom0', 'Entry0', 'LivingRoom0', 'Bedroom1', 'Outdoor0', 'Outdoor1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",9,0,0.0
68,D:/Dataset/cubicasa5k//high_quality_architectural/9620/model.svg,9620,"['Outdoor0', 'Outdoor1', 'Other0', 'Other1', 'Other2', 'Storage0', 'Entry0', 'LivingRoom0', 'Kitchen0', 'Other3', 'Storage1', 'Storage2', 'Bath0', 'Storage3', 'Storage4', 'Other4', 'Bath1', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",18,5,0.2777777777777778
69,D:/Dataset/cubicasa5k//high_quality_architectural/3124/model.svg,3124,"['Outdoor0', 'Outdoor1', 'Bath0', 'Kitchen0', 'Other0', 'Other1', 'Other2', 'Storage0', 'Other3', 'Entry0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,4,0.4
70,D:/Dataset/cubicasa5k//high_quality_architectural/6220/model.svg,6220,"['Outdoor0', 'LivingRoom0', 'Kitchen0', 'Bedroom0', 'Bedroom1', 'Storage0', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,0,0.0
71,D:/Dataset/cubicasa5k//high_quality_architectural/6349/model.svg,6349,"['Entry0', 'Outdoor0', 'LivingRoom0', 'Kitchen0', 'Bedroom0', 'Bath0', 'Other0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,1,0.14285714285714285
72,D:/Dataset/cubicasa5k//high_quality_architectural/530/model.svg,530,"['Kitchen0', 'Bath0', 'LivingRoom0', 'Entry0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",4,0,0.0
73,D:/Dataset/cubicasa5k//high_quality_architectural/1316/model.svg,1316,"['Kitchen0', 'LivingRoom0', 'Entry0', 'Other0', 'Outdoor0', 'Bath0', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,2,0.2857142857142857
74,D:/Dataset/cubicasa5k//high_quality_architectural/8258/model.svg,8258,"['Entry0', 'Bath0', 'Other0', 'Storage0', 'Bath1', 'Bedroom0', 'Bedroom1', 'Kitchen0', 'LivingRoom0', 'Entry1', 'Outdoor0', 'Outdoor1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",12,1,0.08333333333333333
76,D:/Dataset/cubicasa5k//high_quality_architectural/1933/model.svg,1933,"['Outdoor0', 'LivingRoom0', 'Entry0', 'Bedroom0', 'Kitchen0', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,0,0.0
77,D:/Dataset/cubicasa5k//high_quality_architectural/9460/model.svg,9460,"['Kitchen0', 'Dining0', 'LivingRoom0', 'Entry0', 'Other0', 'Bedroom0', 'Bath0', 'Storage0', 'Outdoor0', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,1,0.1
78,D:/Dataset/cubicasa5k//high_quality_architectural/2030/model.svg,2030,"['Outdoor0', 'Kitchen0', 'Entry0', 'LivingRoom0', 'Bedroom0', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,0,0.0
81,D:/Dataset/cubicasa5k//high_quality_architectural/848/model.svg,848,"['Bedroom0', 'Other0', 'Bedroom1', 'Bath0', 'Bedroom2', 'Dining0', 'LivingRoom0', 'Kitchen0', 'Entry0', 'Storage0', 'Bath1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,1,0.09090909090909091
82,D:/Dataset/cubicasa5k//high_quality_architectural/7835/model.svg,7835,"['Outdoor0', 'LivingRoom0', 'Entry0', 'Bedroom0', 'Kitchen0', 'Storage0', 'Bath0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,0,0.0
83,D:/Dataset/cubicasa5k//high_quality_architectural/954/model.svg,954,"['Outdoor0', 'Outdoor1', 'Outdoor2', 'Entry0', 'Kitchen0', 'LivingRoom0', 'Storage0', 'Storage1', 'Storage2', 'Bath0', 'Bath1', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'LivingRoom1', 'Other0', 'Entry1', 'Storage3', 'Bath2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 6. ... 0. 0. 0.]
 [0. 7. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",19,1,0.05263157894736842
84,D:/Dataset/cubicasa5k//high_quality_architectural/9138/model.svg,9138,"['Garage0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",2,0,0.0
85,D:/Dataset/cubicasa5k//high_quality_architectural/9465/model.svg,9465,"['Outdoor0', 'Outdoor1', 'Other0', 'Outdoor2', 'Entry0', 'Kitchen0', 'Other1', 'LivingRoom0', 'Bedroom0', 'Bedroom1', 'Storage0', 'Bedroom2', 'Storage1', 'Storage2', 'Bath0', 'Other2', 'Storage3', 'Bath1', 'Garage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",19,3,0.15789473684210525
86,D:/Dataset/cubicasa5k//high_quality_architectural/6266/model.svg,6266,"['Outdoor0', 'Bath0', 'Bedroom0', 'Kitchen0', 'Bedroom1', 'Entry0', 'LivingRoom0', 'Other0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,1,0.125
87,D:/Dataset/cubicasa5k//high_quality_architectural/8416/model.svg,8416,"['Outdoor0', 'Outdoor1', 'Outdoor2', 'Kitchen0', 'Entry0', 'LivingRoom0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Storage0', 'Bath0', 'Bath1', 'Bath2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 3. ... 0. 0. 0.]
 [0. 4. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",13,0,0.0
88,D:/Dataset/cubicasa5k//high_quality_architectural/6665/model.svg,6665,"['Kitchen0', 'LivingRoom0', 'Other0', 'Other1', 'Outdoor0', 'Bath0', 'Other2']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",7,3,0.42857142857142855
89,D:/Dataset/cubicasa5k//high_quality_architectural/1030/model.svg,1030,"['Outdoor0', 'Other0', 'LivingRoom0', 'Bedroom0', 'Bedroom1', 'Kitchen0', 'Bath0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,1,0.125
90,D:/Dataset/cubicasa5k//high_quality_architectural/9097/model.svg,9097,"['Outdoor0', 'Outdoor1', 'Outdoor2', 'Outdoor3', 'Kitchen0', 'LivingRoom0', 'Entry0', 'Other0', 'Bedroom0', 'Other1', 'Bath0', 'LivingRoom1', 'Kitchen1', 'Entry1', 'Other2', 'Bedroom1', 'Bedroom2', 'Bedroom3', 'Storage0', 'Storage1', 'Bath1', 'Other3', 'Bath2', 'Bath3']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",24,4,0.16666666666666666
91,D:/Dataset/cubicasa5k//high_quality_architectural/6672/model.svg,6672,"['LivingRoom0', 'Other0', 'Outdoor0', 'Kitchen0', 'Bath0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,1,0.16666666666666666
92,D:/Dataset/cubicasa5k//high_quality_architectural/851/model.svg,851,"['Storage0', 'Other0', 'Other1', 'Bath0', 'Kitchen0', 'Bedroom0', 'Bedroom1', 'LivingRoom0', 'Entry0', 'Outdoor0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,2,0.2
93,D:/Dataset/cubicasa5k//high_quality_architectural/1169/model.svg,1169,"['Other0', 'Kitchen0', 'LivingRoom0', 'Bedroom0', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",5,2,0.4
95,D:/Dataset/cubicasa5k//high_quality_architectural/534/model.svg,534,"['Outdoor0', 'Bedroom0', 'Other0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",4,1,0.25
96,D:/Dataset/cubicasa5k//high_quality_architectural/8139/model.svg,8139,"['Outdoor0', 'Outdoor1', 'LivingRoom0', 'Kitchen0', 'Entry0', 'Bedroom0', 'Bedroom1', 'Bedroom2', 'Bath0', 'Storage0', 'Bath1', 'Other0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 2. ... 0. 0. 0.]
 [0. 1. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",12,1,0.08333333333333333
98,D:/Dataset/cubicasa5k//high_quality_architectural/9945/model.svg,9945,"['Bedroom0', 'Bedroom1', 'Outdoor0', 'Entry0', 'Other0', 'Storage0', 'Bath0', 'Entry1', 'Kitchen0', 'LivingRoom0', 'Outdoor1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",11,1,0.09090909090909091
99,D:/Dataset/cubicasa5k//high_quality_architectural/6030/model.svg,6030,"['Outdoor0', 'Outdoor1', 'Kitchen0', 'LivingRoom0', 'Bedroom0', 'Entry0', 'Bath0', 'Other0', 'Entry1', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",10,1,0.1
100,D:/Dataset/cubicasa5k//high_quality_architectural/1700/model.svg,1700,"['Dining0', 'Kitchen0', 'LivingRoom0', 'Entry0', 'Outdoor0', 'Garage0', 'Bedroom0', 'Bedroom1', 'Bath0', 'Storage0', 'Storage1', 'Other0', 'Bath1', 'Storage2', 'Outdoor1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",15,1,0.06666666666666667
101,D:/Dataset/cubicasa5k//high_quality_architectural/78/model.svg,78,"['LivingRoom0', 'Other0', 'Kitchen0', 'Other1', 'Entry0', 'Bath0', 'Entry1', 'Other2', 'Storage0', 'Bath1', 'Storage1', 'Storage2', 'Other3', 'Other4', 'Other5', 'Garage0', 'Other6', 'Outdoor0', 'Outdoor1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",19,7,0.3684210526315789
102,D:/Dataset/cubicasa5k//high_quality_architectural/9027/model.svg,9027,"['LivingRoom0', 'Bedroom0', 'Entry0', 'Kitchen0', 'Bath0', 'Storage0']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,0,0.0
103,D:/Dataset/cubicasa5k//high_quality_architectural/7802/model.svg,7802,"['Outdoor0', 'Outdoor1', 'Outdoor2', 'Entry0', 'LivingRoom0', 'Kitchen0', 'Storage0', 'Garage0', 'Bedroom0', 'Bath0', 'Bedroom1', 'Bedroom2', 'Bedroom3', 'Storage1', 'Storage2', 'Storage3', 'Other0', 'Bath1', 'Entry1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 9. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",19,1,0.05263157894736842
104,D:/Dataset/cubicasa5k//high_quality_architectural/8809/model.svg,8809,"['Other0', 'Bath0', 'Bedroom0', 'Outdoor0', 'Entry0', 'Other1', 'Other2', 'Outdoor1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 9. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",8,3,0.375
105,D:/Dataset/cubicasa5k//high_quality_architectural/9557/model.svg,9557,"['Outdoor0', 'LivingRoom0', 'Bedroom0', 'Kitchen0', 'Other0', 'Other1']","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",6,2,0.3333333333333333
